"ID","NAME","SERVICE_CATEGORY_ID","SERVICE_CATEGORY_NAME"
43569,"Supply of Bolts, Flanges and Elbows",38606,""
43574,"Supply of Breathing Compressors, Personal Protective Equipment and Spare Parts",38606,""
43580,"Supply of Civil, Mechanical and Electrical Material Spare Parts",38606,""
43582,"Supply of Communication Equipment",38606,""
43598,"Supply of Communication Equipment (Telephones)",38606,""
43601,"Supply of Compressors, Valves and Flanges",38606,""
43604,"Supply of Cooling and Fire Fighting Equipment",38606,""
43610,"Supply of Data Storage Equipment",38606,""
43617,"Supply of Earthmoving Equipment and Truck Spare Parts",38606,""
43623,"Supply of Electrical/Mechanical Equipment (Cables, Valves, Flanges)",38606,""
43626,"Supply of Electronic Security Devices",38606,""
43631,"Supply of Equipment for Mineral Oil Exploration (ie, Drill Bits)",38606,""
43649,"Supply of Flanges and Valves",38606,""
43660,"Supply of Flanges, Valves/Spares and similar Devices",38606,""
43682,"Supply of Industrial Automation and Control Products",38606,""
43685,"Supply of Industrial Laundry and Kitchen Equipment",38606,""
43694,"Supply of Inverters/Batteries",38606,""
43696,"Supply of Jaws and Pads",38606,""
43699,"Supply of Laboratory Equipment",38606,""
43707,"Supply of LPG Cylinders",38606,""
43709,"Supply of Maintenance Tools",38606,""
43714,"Supply of Mechanical Equipment (Spare Parts)",38606,""
43717,"Supply of Medical Equipment",38606,""
43732,"Supply of Office and Household Appliances",38606,""
47332,"Minor Civil and Mechanical Maintenance",38610,"MAINTENANCE SERVICES"
47337,"Minor Civil and Mechanical Services",38610,"MAINTENANCE SERVICES"
47340,"Minor Civil Maintenance",38610,"MAINTENANCE SERVICES"
47389,"Minor Civil Maintenance and Drainage",38610,"MAINTENANCE SERVICES"
47399,"Minor Civil Maintenance and Overhead Tanks",38610,"MAINTENANCE SERVICES"
47406,"Minor Civil Maintenance, Drainage and Culverts",38610,"MAINTENANCE SERVICES"
47408,"Minor Civil Services",38610,"MAINTENANCE SERVICES"
806,"Ullage",2040205,"CARGO SURVEYING AND MEASUREMENTS"
809," Petroleum and Petroleum Product Haulage",45131,"HAULAGE SERVICES"
47418,"Minor Civil, Mechanical and Electrical Maintenance",38610,"MAINTENANCE SERVICES"
47420,"Minor Civil, Mechanical and Electrical Maintenance",38610,"MAINTENANCE SERVICES"
47438,"Minor Civil and Mechanical Maintenance",38610,"MAINTENANCE SERVICES"
47443,"Minor Electrical and Mechanical Maintenance",38610,"MAINTENANCE SERVICES"
47465,"Minor Electrical Maintenance (HV/LV Substation/Powerlines)",38610,"MAINTENANCE SERVICES"
47468,"Minor Electrical Maintenance and Drainage",38610,"MAINTENANCE SERVICES"
47474,"Minor Electrical Maintenance Services, Drainage, and Overhead Tanks",38610,"MAINTENANCE SERVICES"
47485,"Minor Mechanical and Electrical Maintenance",38610,"MAINTENANCE SERVICES"
47537,"Minor Mechanical Maintenance",38610,"MAINTENANCE SERVICES"
47559,"Minor Mechanical Maintenance and Drainage",38610,"MAINTENANCE SERVICES"
47564,"Minor Mechanical and Electrical Services",38610,"MAINTENANCE SERVICES"
47567,"Minor Metal Fabrication",38610,"MAINTENANCE SERVICES"
47569,"Minor Civil and Mechanical Maintenance",38610,"MAINTENANCE SERVICES"
44092,"Supply, Installation and Maintenance of Office and Household Appliances",38606,""
44095,"Supply, Installation and Maintenance of Computers, Printers and CCTV",38606,""
44101,"Supply, Installation and Maintenance of Flow Meters and Switches",38606,""
44103,"Supply, Installation and Maintenance of Personal Protective Equipment (PPE)",38606,""
44109,"Supply, Installation and Design of Power Systems",38606,""
44115,"Supply, Installation and Maintenance of Air Conditioner, PABX and Photocopiers",38606,""
44118,"Supply, Installation and Maintenance of Air Conditioners",38606,""
44126,"Supply, Installation and Maintenance of Alarm Systems, CCTV and Access Controls",38606,""
44129,"Supply, Installation and Maintenance of Bolt Torque and Tensioning Equipment",38606,""
44141,"Supply, Installation and Maintenance of Casings and Valves",38606,""
44225,"Supply, Installation and Maintenance of Compressors",38606,""
44233,"Supply, Installation and Maintenance of Computers",38606,""
44241,"Supply, Installation and Maintenance of Computer Systems",38606,""
44254,"Supply, Installation and Maintenance of Data Storage Devices",38606,""
44257,"Supply, Installation and Maintenance of Data Storage Equipment",38606,""
44292,"Supply, Installation and Maintenance of Data Storage Systems and Communication Equipment",38606,""
44305,"Supply, Installation and Maintenance of Develop Copiers and HSM Shredders",38606,""
44308,"Supply, Installation and Maintenance of Drilling Jars and Shock Subs",38606,""
44311,"Supply, Installation and Maintenance of Elbows and Bolts",38606,""
44314,"Supply, Installation and Maintenance of Electric Motors, Valves and Pneumatic Controls",38606,""
44320,"Supply, Installation and Maintenance of Electrical Equipment",38606,""
44324,"Supply, Installation and Maintenance of Electrical Low and Medium Voltage Drives",38606,""
44327,"Supply, Installation and Maintenance of Electrical Submersible Pumps and Permanent Guages",38606,""
44332,"Supply, Installation and Maintenance of Electrical/Mechanical Equipment",38606,""
44335,"Supply, Installation and Maintenance of Engineering Parts and Industrial Equipment",38606,""
44337,"Supply, Installation and Maintenance of Fenders",38606,""
44339,"Supply, Installation and Maintenance of Filters and Electric Fan Motors",38606,""
44345,"Supply, Installation and Maintenance of Fire Fighting Equipment",38606,""
44352,"Supply, Installation and Maintenance of Fire Protective Systems",38606,""
44355,"Supply, Installation and Maintenance of Fire Safety Equipment",38606,""
44358,"Supply, Installation and Maintenance of Fittings, Gauges and Valves",38606,""
44363,"Supply, Installation and Maintenance of Fittings, Flanges and Valves",38606,""
44366,"Supply, Installation and Maintenance of Flanges, Guages and Valves",38606,""
44373,"Supply, Installation and Maintenance of Flow Meters",38606,""
44382,"Supply, Installation and Maintenance of Gas Detection System",38606,""
44385,"Supply, Installation and Maintenance of Gas Detector",38606,""
44402,"Supply, Installation and Maintenance of Heat Exchanger, Control Valves and Hydraulic Hoses",38606,""
44404,"Supply, Installation and Maintenance of Hydraulic and Pneumatic Tools",38606,""
44407,"Supply, Installation and Maintenance of ICT Communication Equipment",38606,""
44413,"Supply, Installation and Maintenance of Information Technology Equipment",38606,""
44416,"Supply, Installation and Maintenance of Information Technology Equipment",38606,""
44419,"Supply, Installation and Maintenance of Instrumentation and Control Devices",38606,""
44421,"Supply, Installation and Maintenance of Instrumentation and Control Equipment",38606,""
44425,"Supply, Installation and Maintenance of Instrumentation and Flow Control Devices",38606,""
44430,"Supply, Installation and Maintenance of Instrumentation Equipment",38606,""
44442,"Supply, Installation and Maintenance of Laboratory Equipment",38606,""
44448,"Supply, Installation and Maintenance of Laboratory Equipment (Fluid Gas Analyser)",38606,""
44451,"Supply, Installation and Maintenance of Lifting Gears",38606,""
44453,"Supply, Installation and Maintenance of Lightning Arrestors, Earthing Materials and similar Devices",38606,""
44469,"Supply, Installation and Maintenance of Mechanical Equipment (Surface and Submersible Pumps)",38606,""
44478,"Supply, Installation and Maintenance of Meters, Valves, Pipe Fittings and Flanges",38606,""
44481,"Supply, Installation and Maintenance of NDT Equipment",38606,""
44484,"Supply, Installation and Maintenance of Data Storage Systems and Communication Equipment",38606,""
44487,"Supply, Installation and Maintenance of Office and Household Appliances",38606,""
44498,"Supply, Installation and Maintenance of Office Appliances",38606,""
44501,"Supply, Installation and Maintenance of Oil Pumps and Valves",38606,""
44504,"Supply, Installation and Maintenance of Oil Tools, Inspection Equipment and Valves",38606,""
46950,"Sediment Analysis and Sample Storage/Administration",46861,"LABORATORY SERVICES"
46957,"Sediments, Soil and Biological Analysis",46861,"LABORATORY SERVICES"
46964,"Soil, Sediment and Biological Analysis",46861,"LABORATORY SERVICES"
46972,"Toxicity Testing and Biodegradability Testing",46861,"LABORATORY SERVICES"
46981,"Water and Materials Analysis",46861,"LABORATORY SERVICES"
46983,"Water Treatment and Air/Water Quality Analysis",46861,"LABORATORY SERVICES"
46996,"Minor Civil and Mechanical Maintenance",38610,"MAINTENANCE SERVICES"
46998,"Mechanical Maintenance and Overhead Tanks",38610,"MAINTENANCE SERVICES"
47001,"Minor Electrical Maintenance",38610,"MAINTENANCE SERVICES"
47071,"Civil Services and Mechanical Services",38610,"MAINTENANCE SERVICES"
47104,"Civil Services and Electrical Maintenance",38610,"MAINTENANCE SERVICES"
47115,"Electrical and Mechanical Maintenance",38610,"MAINTENANCE SERVICES"
47123,"Electrical Maintenance",38610,"MAINTENANCE SERVICES"
47150,"Equipment Inspection and Maintenance Services",38610,"MAINTENANCE SERVICES"
47153,"Installation and Maintenance of Generators",38610,"MAINTENANCE SERVICES"
47156,"Maintenance of Drainage, Culverts and Overhead Tanks",38610,"MAINTENANCE SERVICES"
47161,"Mechanical and Civil Maintenance Services",38610,"MAINTENANCE SERVICES"
47163,"Mechanical and Civil Maintenance Services",38610,"MAINTENANCE SERVICES"
47178,"Mechanical and Electrical Maintenance Services",38610,"MAINTENANCE SERVICES"
47209,"Minor Civil and Electrical Maintenance",38610,"MAINTENANCE SERVICES"
47241,"Minor Civil and Electrical Services",38610,"MAINTENANCE SERVICES"
47244,"Minor Civil and Mechanical Services",38610,"MAINTENANCE SERVICES"
47393,"Minor Civil Maintenance and Drainage",38610,"MAINTENANCE SERVICES"
47396,"Minor Civil Maintenance and Minor Metal Fabrication",38610,"MAINTENANCE SERVICES"
47403,"Minor Civil Maintenance",38610,"MAINTENANCE SERVICES"
47411,"Minor Civil Services and Overhead Tanks",38610,"MAINTENANCE SERVICES"
47429,"Minor Civil, Mechanical or Electrical Services",38610,"MAINTENANCE SERVICES"
47435,"Minor Civil and Electrical Maintenance",38610,"MAINTENANCE SERVICES"
47441,"Minor Electrical and Mechanical Maintenance",38610,"MAINTENANCE SERVICES"
47534,"Minor Mechanical and Metal Fabrication",38610,"MAINTENANCE SERVICES"
47574,"Coatings and Paints",47573,"MANUFACTURING SERVICES"
47577,"Furniture Manufacturing and Interior Design",47573,"MANUFACTURING SERVICES"
47588,"Marine Logistics, Supply, Installation and Maintenance of Marine Navigational/Communication Equipment",47579,"MARINE SUPPORT SERVICES"
47597,"Maintenance of Marine Navigational Equipment",47579,"MARINE SUPPORT SERVICES"
47923,"Marine Logistics, Shipping Agents",47579,"MARINE SUPPORT SERVICES"
47926,"Marine Logistics, Tug Boats, Barges",47579,"MARINE SUPPORT SERVICES"
47929,"Marine Logistics, Supply, Installation and Maintenance of Marine Navigational/Communication Equipment",47579,"MARINE SUPPORT SERVICES"
47970,"Marine Supply and Logistics",47579,"MARINE SUPPORT SERVICES"
47973,"Supply of Communication Equipment (Marine Logistics)",47579,"MARINE SUPPORT SERVICES"
47976,"Supply of Transocean Coating For Vessels",47579,"MARINE SUPPORT SERVICES"
47985,"Supply, Installation and Maintenance of Navigational/Communication Equipment",47579,"MARINE SUPPORT SERVICES"
47990,"Supply, Installation and Maintenance of Marine Equipment",47579,"MARINE SUPPORT SERVICES"
48004,"Supply, Installation and Maintenance of Marine Navigational Equipment",47579,"MARINE SUPPORT SERVICES"
48150,"Dental Services",46129,"HOSPITAL/MEDICAL SERVICES"
48153,"Emergency Medical Rescue",46129,"HOSPITAL/MEDICAL SERVICES"
48156,"Health Care Delivery (0 - 25 Bed Spaces)",46129,"HOSPITAL/MEDICAL SERVICES"
48161,"Healthcare Delivery and Emergency",46129,"HOSPITAL/MEDICAL SERVICES"
48164,"Hospital Services (0 -25 Bed Space)",46129,"HOSPITAL/MEDICAL SERVICES"
48170,"Hospital Services (Day Clinic)",46129,"HOSPITAL/MEDICAL SERVICES"
48173,"Hospital Services and Pharmaceuticals",46129,"HOSPITAL/MEDICAL SERVICES"
48176,"Industrial X-Ray Maintenance",46129,"HOSPITAL/MEDICAL SERVICES"
48179,"Medical Consultancy",46129,"HOSPITAL/MEDICAL SERVICES"
48186,"Medical Equipment Supply (Autoclaves, Microscopes)",46129,"HOSPITAL/MEDICAL SERVICES"
48189,"Nutrition, Weight Reduction and Physical Fitness Consultancy",46129,"HOSPITAL/MEDICAL SERVICES"
48192,"Ophthalmic Services",46129,"HOSPITAL/MEDICAL SERVICES"
48197,"Ophthalmological Services (0 - 25)",46129,"HOSPITAL/MEDICAL SERVICES"
48200,"Ophthalmology and Optical Services",46129,"HOSPITAL/MEDICAL SERVICES"
48203,"Pathological Services",46129,"HOSPITAL/MEDICAL SERVICES"
48206,"Pharmaceutical Services",46129,"HOSPITAL/MEDICAL SERVICES"
48258,"Pharmaceutical Supplies",46129,"HOSPITAL/MEDICAL SERVICES"
48260,"Supply of Cardiovascular Scanners",46129,"HOSPITAL/MEDICAL SERVICES"
48270,"Supply of Pharmaceutical Equipment",46129,"HOSPITAL/MEDICAL SERVICES"
48273,"Supply of Pharmaceuticals and Chemicals",46129,"HOSPITAL/MEDICAL SERVICES"
48276,"Supply of Physical Fitness Equipment/Gymnastics",46129,"HOSPITAL/MEDICAL SERVICES"
43177,"Supply, Installation and Maintenance of Valves, Gauges and Instrumentation Equipment",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
43185,"Supply of Computers and its Accessories",43184,""
43188,"Supply, Installation and Maintenance of Data Storage Systems",43184,""
43198,"Supply and Installation of Personal Protective Equipment",38606,""
43204,"Communication Equipment (Mobile Assets Tracking)",38606,""
43206,"Completion Equipment and Accessories",38606,""
43212,"Computer Systems, Laptops, Printers, UPS, Software and Structured Cabling",38606,""
43220,"Installation and Maintenance of A/C and Computer Systems",38606,""
43227,"Installation and Maintenance of Corrosion Monitoring Equipment",38606,""
43230,"Installation and Maintenance of Data Storage Systems",38606,""
43246,"Installation and Maintenance of Office Equipment",38606,""
43252,"Installation and Maintenance of Survey Meters, TLD Badge and Lead Apron",38606,""
43254,"Installation and Maintenance of Telecom Systems, Pumps and Compressors",38606,""
43268,"Installation and Maintenance of Valves, Pistons, IT and Systems Control Devices",38606,""
43273,"Installation and Maintenance of Telecommunication Equipments",38606,""
43278,"Interior Furnishing",38606,""
43289,"Light Equipment Procurement & Logistics",38606,""
43297,"Office and Household Appliances",38606,""
43307,"Office and Household Appliances (Carpets)",38606,""
43315,"Office and Household Appliances/Accessories, Home Furniture",38606,""
43331,"Office and Household Furniture",38606,""
43334,"Personal Protective Equipment (PPE)",38606,""
43363,"Solar Equipment and Inverters",38606,""
43366,"Supply of Personal Protective Equipment (PPE)",38606,""
43388,"Supply and Installation of Automatic Tank Gauge System",38606,""
43406,"Supply and Installation of Data Storage Systems",38606,""
43412,"Supply and Installation of Fire Detection and Extinguishing Systems",38606,""
43415,"Supply and Installation of Fire Fighting Equipment",38606,""
43421,"Supply and Installation of Instrumentation Equipment",38606,""
43435,"Supply and Installation of Office Furniture and Household Appliances",38606,""
43445,"Supply and Installation of Personal Protective Equipment and Fire Fighting Equipment",38606,""
43450,"Supply and Installation of Pipe Fittings and Flanges",38606,""
43485,"Supply and Installation of Telecommunication Equipment",38606,""
43497,"Supply and Installation of Water Intake/Filtration Equipment",38606,""
43506,"Supply and Maintenance of Data Storage Systems",38606,""
43515,"Supply and Maintenance of Fuel Dispensing Pump",38606,""
43518,"Supply and Maintenance of Health and Safety Equipment",38606,""
43520,"Supply and Maintenance of HVAC (Heating, Ventilation and Air Conditioning System)",38606,""
43523,"Supply and Maintenance of Laboratory Testing Equipment",38606,""
43526,"Supply and Maintenance of Office Equipment",38606,""
43532,"Supply and Maintenance of Spare Parts",38606,""
43537,"Supply and Maintenance of Telecommunication Equipment",38606,""
43545,"Supply, Installation and Maintenance of Engineering Tools and Spare/Accessories",38606,""
43547,"Supply, Installation and Maintenance of Personal Protective Equipment (PPE)",38606,""
43555,"Supply of Air Horn Refiller, Valves and Balls",38606,""
43561,"Supply of Automobile Spare Parts",38606,""
43571,"Supply of Bolts, Flanges and Elbows",38606,""
43577,"Supply of Cables and Gauge Switches",38606,""
43595,"Supply of Communication Equipment (Radio Communications)",38606,""
43607,"Supply of Data Storage and Metering Systems",38606,""
43613,"Supply of Data Storage Systems",38606,""
43620,"Supply of Electrical Valves",38606,""
43634,"Supply of Explosion Proof Electrical Equipment Flame Arrestors, and Filtration Systems",38606,""
43637,"Supply of Filters and Plugs",38606,""
43640,"Supply of Filtration Equipment and Mud Tanks",38606,""
43643,"Supply of Fire and Safety Equipment",38606,""
46080,"Supply, Installation and Maintenance of Rotating Equipment (Pumps, Compressors 100,000 Mcu/H)",45727,""
46083,"Supply, Installation and Maintenance of Rotating Equipment and Oil Pumps",45727,""
46086,"Supply, Installation and Maintenance of Turbines and Christmas Trees",45727,""
46091,"Supply, Installation and Maintenance of Turbines, Cranes and LP/HP Pumps",45727,""
46095,"Supply, Installation and Maintenance of Well Heads and Tubular Services",45727,""
46098,"Supply, Installation and Maintenance of Well Heads and Valve Gates",45727,""
46109,"Health Management/Hospital Retainership (25 Bed Spaces & Above)",46129,"HOSPITAL/MEDICAL SERVICES"
46120,"Lodging/Boarding (0 - 25 Rooms)",46129,"HOSPITAL/MEDICAL SERVICES"
46123,"Onshore Catering Services and Other Related Services",46129,"HOSPITAL/MEDICAL SERVICES"
46133,"Health Management Services",46129,"HOSPITAL/MEDICAL SERVICES"
46140,"Medical Equipment Services",46129,"HOSPITAL/MEDICAL SERVICES"
46143,"Medical Equipment Supplies",46129,"HOSPITAL/MEDICAL SERVICES"
46154,"Supply and Maintenance of Medical/Laboratory Equipment/Reagents",46129,"HOSPITAL/MEDICAL SERVICES"
46157,"Supply, Installation and Maintenance of Laboratory Equipment and Materials",46129,"HOSPITAL/MEDICAL SERVICES"
46161,"Offshore Catering and Other Related Services",46160,"HOSPITALITY SERVICES"
46169,"Laundry and Drycleaning Services",46160,"HOSPITALITY SERVICES"
46178,"Lodging/Boarding (0 - 25 Rooms) and Catering Services",46160,"HOSPITALITY SERVICES"
46184,"Lodging/Boarding (0 - 25 Rooms)",46160,"HOSPITALITY SERVICES"
46199,"Lodging/Boarding (0 - 25 Rooms) and Onshore Catering Services",46160,"HOSPITALITY SERVICES"
46202,"Lodging/Boarding (0 - 25 Rooms) and Onshore Catering Services",46160,"HOSPITALITY SERVICES"
46218,"Lodging/Boarding (26 Rooms & Above) and Offshore Catering Services",46160,"HOSPITALITY SERVICES"
46233,"Lodging/Boarding (26 Rooms & Above) and Offshore/Industrial Catering Services",46160,"HOSPITALITY SERVICES"
46242,"Lodging/Boarding (26 Rooms & Above) and Offshore Catering Services",46160,"HOSPITALITY SERVICES"
46248,"Lodging/Boarding (0 - 25 Rooms) and Onshore Catering Services",46160,"HOSPITALITY SERVICES"
46258,"Lodging/Boarding (0 - 25 Bed Spaces)",46160,"HOSPITALITY SERVICES"
46264,"Lodging/Boarding (0 - 25 Rooms) and Onshore Catering and Other Related Services",46160,"HOSPITALITY SERVICES"
46275,"Lodging/Boarding (0 - 25 Rooms) and Catering Services",46160,"HOSPITALITY SERVICES"
46285,"Lodging/Boarding (0 - 25 Rooms) and Onshore Catering Services",46160,"HOSPITALITY SERVICES"
46295,"Lodging/Boarding (0 - 25 Rooms) and Onshore Catering and Other Related Services",46160,"HOSPITALITY SERVICES"
46308,"Lodging/Boarding (26 Rooms & Above) and Offshore Catering and Other Related Services",46160,"HOSPITALITY SERVICES"
46311,"Lodging/Boarding (26 Rooms & Above) and Offshore Catering Services",46160,"HOSPITALITY SERVICES"
46319,"Lodging/Boarding and Offshore Catering and Other Related Services",46160,"HOSPITALITY SERVICES"
46322,"Lodging/Boarding and Onshore Catering and Other Related Services",46160,"HOSPITALITY SERVICES"
46338,"Onshore Catering Services",46160,"HOSPITALITY SERVICES"
46344,"Onshore Catering Services and Event Management",46160,"HOSPITALITY SERVICES"
46354,"Onshore Catering Services and Housekeeping Services",46160,"HOSPITALITY SERVICES"
46434,"Insurance Brokerage Services",46430,"INSURANCE SERVICES"
46439,"Consultancy and Actuaries",46430,"INSURANCE SERVICES"
46577,"Insurance Underwriting",46430,"INSURANCE SERVICES"
46580,"Risk Management Services",2040159,"BANKING AND FINANCIAL SERVICES"
46584,"Pressure Testing and Leak Detection of Surface/Underground Oil and Gas Storage Tanks",46583,"INTEGRITY TEST SERVICES"
46586,"Inspection and Certification of Marine Baskets, Containers and Skips Tanks",46583,"INTEGRITY TEST SERVICES"
46631,"Leak Detection of Surface/Underground Oil & Gas Storage Tanks",46583,"INTEGRITY TEST SERVICES"
46634,"Leak Detection of Underground and Surface Storage Tanks",46583,"INTEGRITY TEST SERVICES"
46646,"Leak Detection Test",46583,"INTEGRITY TEST SERVICES"
46650,"Pressure Testing and Leak Detection of Surface/Underground Oil and Gas Storage Tanks",46583,"INTEGRITY TEST SERVICES"
46670,"Pressure Testing and Integrity Assurance",46583,"INTEGRITY TEST SERVICES"
46708,"Pressure Testing of Surface/Underground Oil and Gas Storage Tanks",46583,"INTEGRITY TEST SERVICES"
46717,"Pressure Testing of Surface/Underground Oil and Gas Storage Tanks",46583,"INTEGRITY TEST SERVICES"
46739,"Pressure Testing of Vessels and Surface/Underground Oil and Gas Storage Tanks",46583,"INTEGRITY TEST SERVICES"
46753,"Pressure Testing of Vessels, Pipelines and Surface/Underground Oil and Gas Storage Tanks",46583,"INTEGRITY TEST SERVICES"
46755,"Pressure Testing of Vessels, Pipelines and Surface/Underground Oil and Gas Storage Tanks",46583,"INTEGRITY TEST SERVICES"
46759,"Pressure Testing of Vessels, Pipelines and Surface/Underground Oil and Gas Storage Tanks",46583,"INTEGRITY TEST SERVICES"
46766,"Pressure Testing and Leak Detection of Surface/Underground Oil and Gas Storage Tanks",46583,"INTEGRITY TEST SERVICES"
46813,"Pressure Testing and Leak Detection of Vessels, Pipelines, and Surface/Underground Oil and Gas Storage Tanks",46583,"INTEGRITY TEST SERVICES"
46817,"Pressure Testing and Leak Detection of Vessels and Surface/Underground Oil and Gas Storage Tanks",46583,"INTEGRITY TEST SERVICES"
46820,"Pressure Testing and Leak Detection of Vessels, Pipelines, and Surface/Underground Oil and Gas Storage Tanks",46583,"INTEGRITY TEST SERVICES"
46825,"Surface/Underground Oil and Gas Storage Tanks",46583,"INTEGRITY TEST SERVICES"
46845,"Freight, Clearing and Forwarding Services",46832,"INTERNATIONAL FREIGHT/CLEARING FORWARDING SERVICES"
46852,"Bulk Haulage",46832,"INTERNATIONAL FREIGHT/CLEARING FORWARDING SERVICES"
46862,"Air and Sediment Analysis",46861,"LABORATORY SERVICES"
46877,"Analysis In Chemistry, Crude and Waste Water",46861,"LABORATORY SERVICES"
46884,"Environmental Quality Monitoring",46861,"LABORATORY SERVICES"
46897,"Environmental Quality Monitoring and Petroleum Monitoring",46861,"LABORATORY SERVICES"
46899,"Environmental Quality Monitoring (Air, Water and Soil)",46861,"LABORATORY SERVICES"
46901,"Environmental Quality Monitoring (Soil, Water,Sediment,and Air Quality)",46861,"LABORATORY SERVICES"
46909,"Geological Analysis",46861,"LABORATORY SERVICES"
46914,"Monitoring Materials Safety Investigation",46861,"LABORATORY SERVICES"
46916,"Petroleum and Petroleum Product Quality Monitoring",46861,"LABORATORY SERVICES"
46924,"Petroleum Quality Monitoring",46861,"LABORATORY SERVICES"
46931,"Physiochemical and Biological Analysis",46861,"LABORATORY SERVICES"
46933,"Physiochemical Analysis",46861,"LABORATORY SERVICES"
46936,"Quality Analysis and Control",46861,"LABORATORY SERVICES"
46939,"Sample Storage and Preservation",46861,"LABORATORY SERVICES"
46942,"Sample Storage",46861,"LABORATORY SERVICES"
45441,"Petroleum Products Haulage and Road Haulage",45131,"HAULAGE SERVICES"
45636,"Petroleum Products Haulage",45131,"HAULAGE SERVICES"
45639,"Petroleum Products Services",45131,"HAULAGE SERVICES"
45692,"Road Haulage and Petroleum Product Haulage",45131,"HAULAGE SERVICES"
45723,"Road Haulage and Petroleum Product Haulage",45131,"HAULAGE SERVICES"
45728,"Supply and Maintenance of Cranes and Accessories",45727,""
45733,"Supply, Installation and Maintenance of Line Pipes and Valves",45727,""
45737,"Supply, Installation and Maintenance of Christmas Trees and Valves",45736,""
45739,"Supply, Installation and Maintenance of Generating Sets and Industrial Compressors",45736,""
45741,"Supply, Installation and Maintenance of Casing and Tubings (OCTG)",45727,""
45743,"Cranes, Grab Dredgers, Piling Rigs and Vibro Hammers",45727,""
45745,"Offshore Cranes",45727,""
45750,"Supply of Pipeline and (OCTG)",45727,""
45759,"Supply, Installation and Maintenance of Turbines",45727,""
45762,"Supply, Installation and Maintenance of Turbines, SBM and OCTG Pipes",45727,""
45770,"Christmas Trees, Risers and OCTG Pipes",45727,""
45776,"Downhole Tools Rentals, HWU, Fishing, Casing and Tubing Running",45727,""
45778,"Drilling Services, Completion Tools",45727,""
45783,"Installation and Maintenance of Casing/Tubing Crew and Allied Equipment",45727,""
45789,"Installation and Maintenance of OCTG Pipes/Risers",45727,""
45791,"Installation and Maintenance of Turbine and Cranes",45727,""
45794,"Leasing of Forklifts and Cranes",45727,""
45798,"OCTG Pipes and Line Pipes",45727,""
45803,"Oil Casing and Tubing",45727,""
45806,"Supply and Installation of OCTG and Pipes",45727,""
45809,"Supply and Installation of Pipes and Casings",45727,""
45814,"Supply and Installation of Transformers and Relays",45727,""
45817,"Supply, Installation and Maintenance of HV/MV/LV Panels, Transformers, Capacitor Banks",45727,""
45825,"Supply of Christmas Tree, Risers and OCTG Pipes",45727,""
45831,"Supply of Compressors, Generators, Tubulars and Line Pipes",45727,""
45837,"Supply of Cranes and Forklifts",45727,""
45839,"Supply of Cranes, Excavators and Fork Lifts",45727,""
45843,"Supply of Drilling Bits and Pipes",45727,""
45846,"Supply of Excavators, Generators and Pay Loaders",45727,""
45848,"Supply of Flowstation Instruments",45727,""
45852,"Supply of Heavy Duty Generators",45727,""
45857,"Supply of Pipes, Casings and Tubings",45727,""
45861,"Supply of Turbines",45727,""
45868,"Supply of Vehicles and Agricultural Equipment",45727,""
45870,"Supply of Well Head and Christmas Tree",45727,""
45878,"Supply, Installation and Maintenance of Ball Valves, Pipes, Flanges and Pumps",45727,""
45880,"Supply, Installation and Maintenance of Christmas Trees",45727,""
45882,"Supply, Installation and Maintenance of Christmas Trees and OCTG Pipes",45727,""
45892,"Supply, Installation and Maintenance of Cranes, Fork Lifts, LP/HP Pumps and Turbines",45727,""
45895,"Supply, Installation and Maintenance of Cummins Generators",45727,""
45904,"Supply, Installation and Maintenance of Generators and Power Systems",45727,""
45907,"Supply, Installation and Maintenance of Lifts and Office Equipment",45727,""
45909,"Supply, Installation and Maintenance of Line and OCTG Pipes",45727,""
45917,"Supply, Installation and Maintenance of OCTG and OEM Spares",45727,""
45920,"Supply, Installation and Maintenance of Oil Skimmers",45727,""
45926,"Supply, Installation and Maintenance of Pumps and Metering Devices",45727,""
45929,"Supply, Installation and Maintenance of Pumps, Compressors and Valves",45727,""
45932,"Supply, Installation and Maintenance of Pumps, Harzardous Lightings, Pipes and Valves",45727,""
45935,"Supply, Installation and Maintenance of Tanks, Compressors, Valves and Pumps",45727,""
45938,"Supply, Installation and Maintenance of Telecommunications Equipment",45727,""
45946,"Supply, Installation and Maintenance of Turbines, Christmas Trees and Risers",45727,""
45951,"Supply, Installation and Maintenance of Well Heads",45727,""
45957,"Threading of OCTG",45727,""
45960,"Turbines and Christmas Trees",45727,""
45983,"Supply and Maintenance of Well Heads/Valves",45979,""
45985,"Supply, Installation and Maintenance of Christmas Trees and OCTG Pipes",45979,""
45988,"Installation and Maintenance of Centrifuges, Ultra Centrifuges and Shakers",45727,""
46001,"Procurement of Pumps, Flanges and Valves",45727,""
46004,"Seamless/OCTG Pipes and Accessories",45727,""
46011,"Supply of Casing Pipes, Well Heads and Christmas Trees",45727,""
46024,"Supply of Oilfield Tools and Equipments",45727,""
46031,"Supply and Installation of Christmas Trees/OCTG Pipes",45727,""
46039,"Supply, Installation and Maintenance of Air Compressors and Pumps",45727,""
46042,"Supply, Installation and Maintenance of Caterpillar Equipment",45727,""
46126,"Supply of Medical Equipment (Gloves, Syringes, Needles)",46129,"HOSPITAL/MEDICAL SERVICES"
